compound_stem,SMILES,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13
K04824169,OC[C@H]1[C@@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@@H]2N[C@@H]1C(=O)N1CCc2ccccc2C1,0,0,0,0,0,0,0,1,0,0,0,1,1
K04830152,OC[C@@H]1[C@H]2[C@H](CN(C(=O)c3cccnc3)c3ccccc23)N1C(=O)Nc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04833372,CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O,0,0,0,1,1,0,0,0,0,0,1,0,0
K04837878,CC(C)(C)NCCOCCOc1ccc(Cl)cc1C(C)(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K04844969,CCOC(=O)c1sc2nc(C(C)C)c3CCCc3c2c1N,0,0,0,0,0,0,0,0,0,0,0,0,0
K04847028,Cn1c2[nH]c(Nc3ccccc3)nc2c(=O)n(C)c1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K04848443,COc1ccc(NS(=O)(=O)c2ccc(N3CCCCC3)c(N)c2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04850826,O=C(Nc1ccc(cc1)S(=O)(=O)NCc1ccccc1)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04852010,CC1(C)Cc2nc(NC3CCCCC3)c(cc2CO1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K04853698,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K04856841,Brc1cnc2cc(nn2c1)C(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04858023,Cc1cc(NCc2ccco2)n2c(nc3ccccc23)c1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K04859447,O=C(CN1CCN(CC1)c1ncccn1)NCc1ccc2OCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04861074,Cc1onc(c1C(=O)NCCN1Cc2ccccc2C1=O)-c1ccccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
K04861699,COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(CC3CC3)C[C@@H]12,0,0,0,0,0,0,0,0,0,0,0,0,0
K04863247,C[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04866376,CN(C)C(=O)[C@@]12CCCN(C[C@@H]1CN(C2)c1ccccn1)C(=O)Nc1ccc(C)cc1,1,0,0,0,0,0,1,1,0,0,1,0,1
K04869678,CC1(C)Cc2c(CO1)sc1nc(oc(=O)c21)-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04871101,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)C3CCC3)c3ccccc23)N1C(=O)Cc1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04873932,OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@H]([C@@H]1C(=O)NC1Cc3ccccc3C1)N2Cc1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K04874834,CC(=O)NCCCc1c[nH]c2ccc(Cl)cc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K04882062,CCOC(=O)Cc1csc(NC(=O)c2c(O)c3ccccc3n(CC(C)C)c2=O)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04882151,CCOCCCNS(=O)(=O)c1ccc2OCCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04882398,C(N1CCCN(CC1)c1nc2ccccc2s1)c1nc(no1)-c1cnccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04887574,O=C(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04888771,CCC(=O)Nc1nnc(SCCOC)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04891253,Clc1ccc(cc1)S(=O)(=O)N1CCn2c1nc1ccccc21,0,0,0,0,0,0,0,0,0,0,0,0,0
K04895064,OC(=O)c1cc(nn1-c1ccc(F)cc1)-c1ccc(cc1)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04896137,COc1cccc(NC(=O)N2C[C@@H]3[C@@H]([C@@H](CO)N3C(=O)C2)c2ccc(cc2)C#CC2CCCCC2)c1,0,0,0,0,0,0,0,0,0,0,0,0,1
K04898427,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)Nc3ccc(Cl)cc3)c3ccccc23)N1C(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04902457,CCOC(=O)Nc1cccc(c1)C(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K04902831,OC(=O)CCC(=O)NCC(=O)c1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04903664,CCn1nnc(NC(=O)c2cc3ccccc3o2)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04905134,Brc1ccc(o1)C(=O)OCC(=O)N1CCCc2ccccc12,0,0,0,0,0,0,0,0,0,0,1,0,0
K04905337,CS(=O)(=O)N(CC(=O)Nc1ccc2OCOc2c1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04907885,O=C(Nc1cccnc1)[C@@H]1C[C@H]2CCN(C[C@@H]2O1)c1ncccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04911438,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)C1CC1)c1ccccc1-c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K04913914,COc1ccc(cc1NC(=O)COc1ccccc1)S(=O)(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04914960,CN1[C@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)C#Cc1cccnc1)S(=O)(=O)c1ccc(F)cc1,1,0,1,1,1,1,1,1,1,1,1,1,1
K04916311,O=C(N1CCCC1)c1csc(Nc2cccc3ccccc23)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04917070,CN(C)C(=O)CN1CCc2ccc(=O)n(Cc3cccnc3)c2CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04918285,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K04918600,CCC(=O)N1[C@H](CO)[C@@H]([C@H]1CN(C(C)C)C(=O)C1CC1)c1ccc(cc1)\C=C\C,0,0,0,0,0,0,0,0,0,0,0,0,0
K04921753,COc1ccc(cc1)-c1[nH]nc2CCN(Cc12)C(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04922364,COc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)-n1cccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04924159,O=C(COC(=O)Cc1ccsc1)NCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04929376,COC(=O)Cc1nnc(NC(=O)C(C)C)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04931209,CS(=O)(=O)N1CCC2(CC1)COCCN(C2)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04935831,CN1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C2CCCCC2)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K04936291,O=C(NCc1ccco1)c1cc(on1)-c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04938283,Cc1[nH]c2ccccc2c1\C=N\NC(=O)CNC(=O)c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04939899,O=C(NCCc1c[nH]c2ccccc12)c1ccc(cc1)S(=O)(=O)NCc1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04943684,CC(C)(C)n1ncc2c1ncn(CC(=O)N1CCc3ccccc13)c2=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K04944346,O=S(=O)(Nc1nc[nH]n1)c1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04945294,[O-][N+](=O)c1ccc(\C=C\c2nc3ccccc3c(=O)o2)s1,0,0,0,0,1,0,1,0,0,0,1,0,0
K04948438,OC(=O)CN1CCC2(CCc3ccccc23)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04955529,CN(C)S(=O)(=O)c1cccc2nsnc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K04956030,O=C(CCNC(=O)Cn1cnc2ccccc2c1=O)Nc1ccc2OCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04956305,CCC(=O)N=c1sc2cc(F)cc(F)c2n1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K04956647,O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,1,0,1,1,1,1,1,1,1,1,1,1,1
K04957882,Fc1cnc(nc1)N1C[C@@H]2C[C@@H]([C@@H](C1)O2)C(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04963856,CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2OC[C@H](C)N(Cc2nccs2)C[C@@H]1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K04967983,O=C(NCCCN1CCCC1=O)c1cccc(c1)S(=O)(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04969181,COc1ccc(OC)c(CC(O)=O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04970762,COc1ccc(NC(=O)N2CCCCN3[C@@H](CO)[C@@H]([C@H]3C2)c2ccc(\C=C\C)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,1
K04974415,CC(C)NC(=O)N1CCN(CC1)c1ccc2ccc(cn12)C(=O)NCC1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04975768,Cc1cccc(CN2C[C@@H]3CCCN(CC(O)=O)[C@@H]3C2)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04981683,C[C@H](NC(=O)CCCn1nnc2ccccc2c1=O)C(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K04983929,CC(C)NC(=O)N1[C@H](CO)[C@H](c2ccccc2)C11CN(C1)C(=O)Cc1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04984802,Clc1cc(NC(=O)c2cccnc2)ccc1N1CCN(CC1)C(=O)c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04993169,COc1cc(cc(OC)c1OC)-c1nc(no1)-c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04998496,Fc1ccccc1C(=O)Nc1ccc(NC(=O)CN2CCOCC2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K04999092,CC(=O)c1sc2nsc(SCCN3CCOCC3)c2c1N,0,0,0,0,0,0,0,0,0,0,0,0,0
K05000643,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)Cc2ccccc2)N1C(=O)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05001416,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)Cc3ccccc3)c3ccccc23)N1S(=O)(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05006458,COc1ccc(cc1)C(=O)Nc1cc(C)ccc1NC(=O)COc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05010554,Cc1nc(Cl)sc1C(=O)Nc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K05011203,CCc1cnc(s1)N1[C@@H](CO)[C@@H]([C@H]1C#N)c1ccc(cc1)C#CCC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05012267,O=C(CCNC(=O)c1ccccc1)OCC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05016408,Cc1c(Br)c(nn1CC(=O)NCCN1CCOCC1)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0,0
K05018311,CCC(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2C(=O)CC2CC2)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K05019188,OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@@H]2N(CC2CCOCC2)[C@@H]1C(=O)NC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05019736,Cn1cnc(c1)S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N[C@@H]2CO)-c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K05025847,CC1(C)CCC(=O)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K05030241,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)C3CCC3)c3ccccc23)N1C(=O)Cc1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05032058,O=C(N1CCN(CC1)S(=O)(=O)c1ccccc1)c1ccc2ccccc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05032445,COCC(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K05035411,O[C@H]1COC[C@H]2O[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)CC[C@@H]2N(Cc2cc(F)ccc2F)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05036962,O=C(N1CCN(CC1)C(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05038577,CCc1ccc2NC(=O)\C(=N/OC)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05039554,Clc1nc2ccccc2c2sc(cc12)C(=O)NCCCN1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05042866,O=C(COc1ccccc1)Nc1nnc(COc2ccccc2)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05050883,CN(C)CCCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2CC2CCCC2)O1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05054135,NCCc1nc2ccccc2s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05055783,O=C(N\N=C\c1ccoc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05061065,Cc1nnc(SCCCn2c(nc3n(C)c(=O)[nH]c(=O)c23)N2CCCCC2)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05063378,Clc1ccc(cc1)C(=O)N1CCC(CC1)C(=O)OCC(=O)c1ccco1,0,0,0,0,0,0,0,0,0,0,1,0,0
K05064281,COc1ccc(OC)c2sc(nc12)N1CCc2ccccc2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05070126,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)c3ccc4OCOc4c3)c3ccccc23)N1Cc1ccc2OCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05084202,CCC(=O)N1[C@H](CO)[C@H]2[C@@H]1CN(C(=O)c1cnccn1)c1ccccc21,0,0,0,0,0,0,0,0,0,0,0,0,0
K05087741,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)C1CC1)-c1cccc(F)c1,0,0,1,1,1,0,0,0,1,0,1,0,1
K05088046,CC1(C)CC(CC(C)(C)N1)NC(=O)CC(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05091145,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc2cc(Br)ccc2S1(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05094519,COc1ccccc1NC(=O)Cc1noc(CSc2cccc[n+]2[O-])n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05095033,Cc1ccc2[nH]c(C(O)=O)c(NC(=O)CN3CCN(CC3)c3cccc(C)c3C)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05096622,Cc1onc(c1C(=O)Nc1nnc(s1)C1CC1)-c1c(F)cccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
K05100066,CC(C)N(C)Cc1nnc2CN(CCn12)C(=O)c1cc[nH]n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05102503,CN(CC1CCOCC1)Cc1nc(Cc2cccc(F)c2)no1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05103347,CC(=O)N1CCN(CC1)C(=O)COC(=O)c1oc2ccccc2c1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05108085,CCN1CCN(CC1)c1nc(nn1C)[N+]([O-])=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05108889,CC(=O)c1c(OC(=O)c2ccccc2)c2ccccc2n1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05109673,Cc1ccc(CN2CCc3ccc(=O)n(CC4CC4)c3CC2)o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05110108,CN(C)C(=O)c1cccc(c1)-c1ccccc1[C@@H]1[C@H](CO)N([C@H]1C#N)C(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05112517,CC(C)n1ncc2c(cc(nc12)C1CC1)C(=O)Nc1cccc(c1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K05114919,CC(C)N1CCC(CC1)N1CCC(CC1)C(=O)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05117569,Nc1nc(nn1C(=O)c1ccc(F)cc1)-c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05121394,O=C(Nc1ccc2OCOc2c1)c1cccc2CN(C3CCCCC3)C(=O)c12,0,0,0,0,0,0,0,0,0,0,0,0,0
K05125633,CC(=O)Nn1c(C)nnc1-n1nc(C)cc1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05128535,CN(C)CCNC(=O)[C@@H]1CCS(=O)(=O)[C@H]2CN(C[C@@H]12)C(=O)Nc1ccccc1,1,1,1,1,1,1,1,1,0,1,1,1,1
K05128629,CCCOC(=O)c1c(N)sc(C(=O)OCC)c1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05129129,OC[C@@H]1N[C@@H](CNC(=O)c2ccc(F)cc2)[C@@H]1c1ccc(cc1)C1=CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05129608,Cn1c2nc3N(Cc4ccccc4)CCn3c2c(=O)[nH]c1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05130891,CCCCSc1n[nH]c(N)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05132123,COC(=O)c1ccccc1OS(=O)(=O)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05133532,COc1cccc(c1)N1CCN(CC1)C(=O)c1ccc2nc(sc2c1)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05136865,OC[C@@H]1[C@H]2[C@H](CN(C(=O)C3CCOCC3)c3ccccc23)N1C(=O)Nc1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05141004,COc1ccc(-c2c(C)nn(C)c2C)c(c1)C(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05145846,O=C(COCc1cc(on1)-c1ccc2OCOc2c1)N1CCN(CC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05149064,Cc1nn(C)cc1\C=N\NC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05152487,CN(C)C(=O)CN1C[C@@H]2CCCN(Cc3cnn(C)c3)[C@@H]2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05163732,OC(=O)C1(CC1)S(=O)(=O)CCC(F)=C(F)F,0,0,0,0,0,0,0,0,0,0,0,0,0
K05167670,CN(C)C(=O)c1ccc(cc1)-c1ccccc1[C@H]1[C@@H](CO)N([C@H]1C#N)C(=O)C1CCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05169437,CN(C)CCSc1nc(nc2CCCc12)-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05173041,OCCCNc1ccc(cn1)S(=O)(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05185389,OC(Cc1cccnc1)(P(O)(O)=O)P(O)(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05188427,CCOc1ccc2oc(C(=O)N3CCCN(C)CC3)c(C)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05193642,COc1cc(NC(=O)c2cnc(NCc3ccccc3)nc2C)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0,0
K05197814,OC(=O)CCCC1(CCCC1)C(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05204041,Cc1nc(CCNC(=O)COc2ccccc2)cs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05209259,CC(C)Oc1ncnc2CCN(CCc12)C(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05211815,COC(=O)c1c(C)c(C)nc(N)c1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K05213363,CCSc1ncc(C#N)c(N)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05213489,Cc1cnc(nc1)N1CCC2(CC1)CN(c1cnn(C)c1)C(=O)CO2,0,0,0,0,0,0,0,0,0,0,0,0,0
K05215277,Cc1c2CCN(CCN3CCOCC3)c2n2c3ccccc3nc2c1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K05219989,Cn1cnc(c1)S(=O)(=O)N1CCCCN2[C@@H](CO)[C@@H]([C@H]2C1)c1ccc(cc1)-c1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05230072,CN(C(=O)COC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05230613,O(c1nnnn1-c1ccccc1)c1ccc(cc1)-n1ccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05231776,CN1[C@@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)C#Cc1cccnc1)C(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05236119,CC(C)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)C(=O)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05236230,CN1Cc2ccccc2C2(CCN(CC2)C2CCOCC2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05236810,Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05239295,O=C(CCc1nnc2ccc(nn12)N1CCCCC1)NCc1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05240400,O=C(Cn1ncc2COc3ccccc3-c12)N1CCN(CC1)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05244651,O=C1N(c2nccs2)C(=O)c2cccc3cccc1c23,0,0,0,0,0,0,0,0,0,0,0,0,0
K05245165,COc1ccc(CCn2c(nc3n(C)c(=O)[nH]c(=O)c23)N2CCN(C)CC2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05246899,OC[C@H]1[C@H]([C@H]2CN(CC(=O)N12)S(=O)(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05248013,COc1cccc(NC(=O)N2C[C@@H]3[C@@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)C2=CCCCC2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05248415,CCN1C(=O)[C@H]2CN(C[C@@H]2C11CCN(CC1)S(=O)(=O)c1ccccc1)C(=O)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05253949,CNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2Cc2ccc(cc2)C(F)(F)F)O1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05255033,CCC(=O)N1[C@H]([C@H](CO)[C@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@@H]12)C(=O)NC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05257549,CC1=NC2(CCC(CC2)C(=O)N2CCN(CC2)c2ccccn2)C(=O)N1CC1CC1,1,1,1,1,1,1,1,1,1,1,1,1,1
K05257732,Cc1cc(C)n2nc(nc2n1)C(=O)NC(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05259968,CCS(=O)(=O)N1CCO[C@]2(CCC[C@H]2COc2cccnc2)C1,0,0,0,0,0,0,1,0,0,0,1,0,0
K05265895,CC(=O)N1C[C@H]2CCCN([C@H]2C1)c1ncc(C)cn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05266972,CC(=O)N1CC2(C1)[C@H]([C@@H](CO)N2CCC(F)(F)F)c1ccc(cc1)-c1ccc(cc1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K05275269,CCC(=O)Nc1c2CCCc2nc2CCCCc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K05279334,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)c3ccccn3)c3ccccc23)N1C(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05280065,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2OC[C@H](C)N(C[C@H]1C)C(=O)CN(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05282796,CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)cc3)cc2C1=O,1,1,1,1,1,0,1,1,1,1,1,0,1
K05283164,COc1ncnc2CCN(CCc12)S(=O)(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05283539,O=C(NC1CCCC1)c1nc[nH]n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05284177,Cn1cc(cn1)C(=O)N1CC[C@H]2[C@@H]1CCN2S(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05293647,CN(C)C(=O)c1cc2cc(Br)ccc2s1,1,0,0,0,1,1,0,1,1,1,0,0,1
K05293821,CSc1nc(Sc2ccc(Cl)cc2)c2ccccc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05296623,Cn1nc(-c2ccccc2F)c2cc(sc12)C(=O)N1CCN(CC1)C(=O)c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05297371,Cn1c2ccc(NS(C)(=O)=O)cc2n(C)c1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K05298993,CN1[C@@H]([C@@H](CO)[C@@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]12)C(=O)NCc1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K05303506,CCOC(=O)c1cc2c3c(C)c(C)[nH]c3ccc2nc1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K05303689,CCOc1ccc(NS(=O)(=O)c2ccc3CCN(C(C)=O)c3c2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K05312229,CCCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCC4CC4)CC[C@@H]3N(C)C(=O)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
