compound_stem,SMILES,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13
K21392241,OC[C@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)Nc1cccc(F)c1)c1ccc(Br)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21399107,Fc1ccc(cc1)S(=O)(=O)N(CC(=O)NCc1ccncc1)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21400941,CC(C)c1cc(NC(=O)C(C)(C)C)cc(C(C)C)c1O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21402081,C\C(c1nc2ccccc2n1C)=N/NC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21406864,Cc1sc2ncn3ncnc3c2c1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21407552,CCN1CCc2nc3sc(C(=O)N4CCc5ccccc5C4)c(N)c3cc2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21409243,COc1ccc(Cl)cc1NC(=O)CN(C)C(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2,0,0,0,0,0,0,0,0,0,0,1,0,0
K21409319,CN(Cc1ccccn1)C(=O)c1cc(COc2ccc(cc2)C(C)=O)on1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21410925,O=C(Nc1cccnc1)c1cnc2ccccc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21411932,Cc1nnn(-c2nonc2N)c1C(=O)N\N=C\c1ccccc1O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21411954,COCCn1c(=O)[nH]c2cc(ccc2c1=O)C(=O)NCCc1ccc(OC)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21412959,O=C(Nc1cccc2ccccc12)C1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21416117,CO[C@H]1CCN([C@@H]2CCO[C@@H]12)C(=O)CN(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21417843,COc1cc(CNC(=O)C2CC2)ccc1OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21419604,CCCN1C[C@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)Nc3cccc(OC)c3)ccc2OC[C@H]1C)OC,0,0,0,0,0,0,0,0,0,0,0,0,0
K21422765,COc1ccc(cc1)N(C(=O)c1ccncc1)S(=O)(=O)c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21423923,OC[C@@H]1[C@H]2[C@H](CN(C(=O)c3cccc(F)c3)c3ccccc23)N1C(=O)c1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21426110,CCC(=O)Nc1nnc(s1)S(=O)(=O)N(C)Cc1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21426952,Cc1noc(C)c1CSc1ccccc1C(=O)N1CCN(CC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21427613,CCOC(=O)Cn1cnc2c3c(C)cc(C)nc3sc2c1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21428522,Cc1nc2n(C)c(=O)n(C)c(=O)c2cc1C(=O)N\N=C\c1ccc(cc1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21431675,CN(C)S(=O)(=O)c1ccc(N)c(c1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21432775,Fc1cccc(CC(=O)N2CCn3cnc(COCC4CC4)c3C2)c1,1,1,0,1,1,1,1,1,1,1,1,1,1
K21435805,CC(C)NC(=O)CN1C(=O)c2ccccc2S1(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21442011,CCc1nc(N)c(C#N)c(c1C)-c1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21445763,COc1ccc(cc1)S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N[C@@H]2CO)-c1cccc(c1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21448122,CCCCCCNC(=O)Cc1nc2nc(C)cc(C)n2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21448879,CCN1CCc2nc3sc(C(=O)Nc4cccnc4Cl)c(N)c3cc2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21450093,O=C(Nc1ccc2nccnc2c1)c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21450593,CCCC(=O)Nc1ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC,0,0,0,0,0,0,0,0,0,0,0,0,0
K21451475,COc1ccccc1NC(=O)CN1CCC(CC1)c1nc2ccccc2[nH]1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21453530,CN(C)C(=O)CNCC(=O)Nc1c(C)cccc1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21453542,CC(=O)N1[C@@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21454519,COc1cc(CO)ccc1OCC(=O)Nc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21460551,O=C(Nc1ccc2OCOc2c1)c1noc2CCCCCc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21460699,C1N(CC11CCN(C1)c1nccs1)c1ncccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21466204,Fc1ccc(cc1)S(=O)(=O)NNC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21467576,O=C(Nc1ccccc1C(=O)NCCc1ccccc1)c1cnccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21467606,NC(=O)c1ccccc1OCC#C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21469430,Clc1ccc(OCC(=O)Nc2ncccn2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21472791,Cc1c(C)c2cc(ccc2n1C)[N+]([O-])=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21477462,O=C(N1CCN(CC1)c1ccccc1)c1ccc(cc1)S(=O)(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21477873,COc1cc(NS(C)(=O)=O)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0,0
K21479432,OC[C@H]1[C@H]2[C@H](CN(C(=O)c3ccncc3)c3ccccc23)N1C(=O)CN1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21480504,CCOC(=O)c1c(NC(C)=O)sc2c(O)c(Br)cc(Br)c12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21481558,CNC(=O)[C@@H]1COC[C@@H]2CN(Cc3nccs3)C[C@H]12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21486082,Cc1cccc(OCC(=O)NCCCNC(=O)c2cccnc2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21487807,N#Cc1nc(oc1NCc1ccco1)-c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21492014,Cc1ccc(s1)-c1cc(C(O)=O)c2ccccc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21493560,CN1CCN(CC=C)C(=O)C11CCN(CC1)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21498566,CCC(=O)N1C[C@@]2(C1)CN([C@H](CO)c1c2c2ccc(OC)cc2n1C)S(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21500328,CC(C)Cn1nc(C)c(C(O)=O)c1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
K21501002,Cc1occc1-c1nc(no1)-c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21503280,Cn1cc(Cl)c(n1)C(=O)NC1CCCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21512723,CCN1C(=O)CSc2ccc(cc12)C(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0,0
K21517027,CN(C)C(=O)c1ccc(cc1)-c1ccc2N[C@H](CO)[C@@H]3CCN(Cc4ccncc4)[C@@H]3c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21518167,C1Cc2nc3ccccc3nc2-c2nonc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21519245,CCC(=O)N1[C@H](CO)[C@H](c2ccccc2)C11CN(C1)C(=O)c1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21520694,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21523485,Nc1c(sc2n(-c3ccccc3)c(=O)[nH]c(=O)c12)C(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21526941,C\C=C\c1ccc(cc1)[C@H]1[C@H](CO)N(C(=O)CN(C)C)C11CN(C1)C(=O)C1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21528677,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0,0,0,0,0,0,0,0,0,0,0,0,0
K21533011,COC(=O)c1sccc1-c1ccc(o1)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21533385,CCOC(=O)C1(Cc2ccccc2C(F)(F)F)CCN(CC1)C(=O)c1cc(C)n(C)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21534139,CN(CC(=O)Nc1ccc(cc1)N1CCOCC1)C(=O)c1cc2CCCCc2s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21536658,CN(C)CCCNC(=O)CCC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21549328,COc1ccc2nc(C)nc(O)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21549522,OC[C@@H]1O[C@@H](CCn2cc(nn2)C2CCCCC2)CC[C@@H]1NC(=O)CN1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21550394,CCOC(=O)C1(Cc2ccccc2)CCN(Cc2cccn2-c2nccs2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21559195,OC[C@@H]1[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N[C@H]1C(=O)NCc1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21560764,CN(C)c1cc(N)c2ccccc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21561116,COc1ccc(NC(=O)COc2ccc(cc2)N(C)S(=O)(=O)c2ccc(C)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21563091,OCCNCCCCSc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21563373,OC(=O)CCc1nc(no1)-c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21568749,COC(=O)c1ccc(CSCc2ccc(o2)C(=O)OC)o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21571560,Cc1cc2ccccc2c(O)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21572535,Cc1ccccc1S(=O)(=O)N1[C@H](CO)[C@@H]([C@H]1C#N)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21580072,O=C(Nc1ccc2ccccc2c1)c1ccccc1Sc1ccccc1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21580386,OC[C@H]1[C@@H]2[C@@H](CNc3ccccc23)N1C(=O)Nc1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K21580928,O=C(CN1C(=O)c2ccccc2S1(=O)=O)NCCC1=CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21583401,O=C(CCn1c2ccccc2sc1=O)NCCC1=CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21583652,Cc1ccccc1OCC(=O)NCCNC(=O)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21586219,Clc1ccc(s1)C(=O)COC(=O)c1ccccn1,0,0,0,1,0,0,0,0,0,0,1,0,0
K21588015,COc1ccc(cc1)N(CC(=O)Nc1cccc2ccccc12)S(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21588334,CNC(=O)c1ccsc1NC(=O)c1ccc2CCCCc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21589274,CCOC(=O)N1CCc2c(C1)sc(NC(C)=O)c2C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21593469,COc1ccc(CC(=O)Nc2ccc3CCCc3c2)cc1S(=O)(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21596825,CN(C)C(=O)c1ccc(cc1)-c1ccc2N(C)[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21597790,OC(=O)c1cc(Cl)cc(Cl)c1NCCC#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21611721,CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3C)cc2OC[C@H](C)NC[C@H]1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21614682,Oc1nnc(Cc2ccc3ccccc3n2)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21616588,O=C(CCc1nc2ccccc2[nH]1)Nc1ccc2OCCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21619255,COc1ccccc1CNC(=O)COC(=O)C1CCN(CC1)S(=O)(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21620297,OC[C@@H]1N(C(=O)c2ccccn2)[C@@H](C#N)[C@@H]1c1ccc(cc1)C#CCC1CCCC1,0,0,1,1,1,1,0,1,1,0,1,1,1
K21622447,CCN(C[C@H]1N[C@@H](CO)[C@@H]1c1ccccc1)C(=O)c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21626087,COc1cc(ncn1)N1CCc2ncnc(N(C)C)c2CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21627195,FC(F)Oc1ccc(cc1)\C=N\OCC(=O)NC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21630362,CN(c1cccc(NC(C)=O)c1)S(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21631391,OC[C@H]1[C@@H]([C@@H](C#N)N1C(=O)c1cccc(F)c1)c1ccccc1-c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K21642579,CN1[C@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)-c1ccc(cc1)C#N)C(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21643248,CN(C)c1ncc(CN2CCC(CO)(CCCc3ccccc3)CC2)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21644235,N#Cc1nc(oc1NCc1ccccc1)-c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21646870,[O-][N+](=O)c1ccc(CC(=O)Nc2nnc(s2)C2CC2)cc1,1,1,1,1,1,1,1,1,1,1,1,1,1
K21647197,CC(C)N1CCC(CC1)c1nc2ccc(cn2n1)-c1ccnn1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21658179,Cc1cnc(cn1)C(=O)OCC(=O)NCCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21661783,CCCC(=O)N1C[C@]2(CCN(CC2)C(=O)C2CCC2)c2c([C@H]1CO)n(C)c1cc(OC)ccc21,0,0,0,0,0,0,0,0,0,0,0,0,0
K21662500,Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1ccc2nnc(-c3ccccc3)n2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21662618,CCC(=O)N1CCCCN2[C@@H](CO)[C@@H]([C@@H]2C1)c1ccc(cc1)-c1cccc(c1)C(=O)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K21664277,CCCC#Cc1ccc(cc1)[C@@H]1[C@H](CO)N([C@H]1C#N)C(=O)CN1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21665553,CCCNC(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCCC,0,0,0,0,0,0,0,0,0,0,0,0,0
K21668646,CCCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(CCC)C[C@@H]12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21673399,[O-][N+](=O)c1ccc(cc1)S(=O)(=O)NNC(=O)Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21677430,Nc1cccc(CCc2nc3cc4ccccc4cc3[nH]2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21680192,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21680825,CC(C)CCSc1nc(N)c(cc1C#N)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21681097,COc1ccccc1-c1ccc(cc1)[C@@H]1[C@H](CO)N([C@@H]1C#N)C(=O)C1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21683173,OC[C@H]1[C@H]([C@@H](C#N)N1C(=O)Cc1ccncc1)c1ccccc1-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21683563,Cc1nnc(NC(=O)c2ccc(cc2)S(=O)(=O)N2CCCCCC2)o1,1,1,1,1,1,1,1,1,1,1,1,1,1
K21687339,Cc1ccc(C)c(OCc2nnc(NC(=O)c3ccc4OCOc4c3)s2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21688835,COc1ccc(cc1)C(=O)CCC(=O)N1CCN(CC1)c1ccccc1,0,0,0,0,1,0,0,0,0,0,1,0,0
K21694243,Clc1cc(C(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)c2ccccc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21694252,C\C=C\c1ccccc1[C@@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)Cc1ccccn1,0,0,0,0,0,0,0,0,0,0,1,0,0
K21695605,COCC(=O)N1[C@H](CO)[C@@H]([C@H]1C#N)c1ccccc1-c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K21703793,[O-][N+](=O)c1cc(OCC(=O)NCCC2=CCCCC2)c2ncccc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21704444,C(N1CCN(CC1)C1CCCCCC1)c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21705170,CN(C)c1ccnc2sc(C(N)=O)c(N)c12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21715125,COCCNc1nc(Cl)c(s1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21719874,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCCN3CCCCC3)CC[C@@H]2N(C1)S(=O)(=O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21723788,CCc1ccccc1NC(=O)CN(C)C(=O)c1cc(nc2n(ncc12)C(C)C)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21729489,FC(F)Sc1ccc(Nc2ccccc2C(=O)OCC(=O)NC2CC2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21733329,COc1cc2cc([nH]c2cc1OC)C(=O)N1CCc2ccccc2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21733600,CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21733939,[O-][N+](=O)c1ccc(CSc2ccc(nn2)-c2ccccn2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21741022,C[C@@H](O)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1ccc2OCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21751020,CCCNC(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccc(OC)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21752193,C(N1CCC(Cc2ccccc2)CC1)c1nc(no1)-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21755795,O=S(=O)(c1nc(oc1N1CCOCC1)-c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21756511,Cc1snc2sc(C(=O)c3ccc(F)cc3)c(N)c12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21757300,CN(CC(=O)Nc1ccccc1Cl)C(=O)CCNC(=O)Nc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21758770,Cc1ccc2nc(nc(-c3ccccc3)c2c1)N1CCC(CC1)C(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21762224,OC[C@@H]1[C@@H]2[C@@H](CNc3ccccc23)N1C(=O)Cc1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21765169,CO[C@@H]1[C@@H](C)CN(CC2CC2)[C@@H](C)COc2cc(ccc2C(=O)N(C)C1)NC(=O)c1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21765853,Cc1cnc(cn1)C(=O)N1C[C@@H]2COC[C@@]2(CNS(C)(=O)=O)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21767174,O=C(COC(=O)c1cccs1)N1CCc2ccccc2C1,0,0,0,0,0,0,0,0,0,0,1,0,1
K21769613,CC(C)NC(=O)N1CC2(C1)[C@H]([C@H](CO)N2C(=O)C1CC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21770620,CC(C)C(=O)c1nc2N(CCCc2s1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21773896,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)Cc2ccccc2)N1Cc1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21781499,CCCC(=O)OCC(=O)Nc1ccc2OCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21782625,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21784323,CN(Cc1ccccc1)C(=O)COc1ccc(cc1)N(C)S(=O)(=O)c1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21784326,Cc1cccc(\C=N\NC(=O)c2cc(C)nc3ccccc23)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21784579,O=C(NCc1ccccc1)C(\C#N)=C1/N=C(NC(=O)c2ccco2)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21785180,C\C=C\c1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(C[C@H]12)C(=O)Nc1cc(F)ccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K21787157,OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)C1CCCCC1)-c1ccc(cc1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21788859,CCCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C2=O)OC)C(=O)c2ccccc2F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21789075,CC(C)(C)c1ccc(cc1)C(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21794073,COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)C(=O)Cc1ccncc1,0,1,0,1,1,1,0,1,1,1,0,1,1
K21795546,CN(C)S(=O)(=O)N1CC[C@H]2OCC[C@@]2(COCc2cccnc2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21796383,O=C(COC(=O)c1ccncc1)N(C1CCCCC1)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21797226,CCOC(=O)C1(CC2CC2)CCN(Cc2cnc(nc2)-c2ccc(OC)cc2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21805578,COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N([C@H]1C#N)C(=O)NC(C)C,0,0,0,0,0,0,0,0,0,0,1,0,0
K21812218,CN(C)S(=O)(=O)c1ccccc1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21813415,CN(CCOc1ccccc1)C(=O)c1ccc(N2CCCC2)c(c1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21813581,COc1ccccc1OCCOc1ccc(\C=N\n2cnnc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21813978,CCC(=O)N1CCC2(CC1)C(=O)Nc1ccc(cc21)C(=O)NC1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21814490,CC1CCN(CC1)C(=O)COc1ncnc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21815716,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)Cc1c[nH]c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21820170,COCc1cc(C)nc(Sc2nc3n(C)c(=O)n(C)c(=O)c3n2C)c1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K21825754,[O-][N+](=O)c1cc(ccc1Cl)C(=O)c1ccccc1C(=O)OCC(=O)NC1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21826721,O=C(NCCN1CCOCC1)N1c2ccccc2Sc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K21831344,Cc1cc([nH]n1)-c1c(C)nn(c1O)-c1ccccc1,1,0,1,1,1,0,0,1,1,1,1,1,1
K21837702,Cc1ccc(o1)-c1nn(cc1CN1CCN(CC1)c1ccccn1)-c1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21837755,CCC1=N[C@@]2(CC[C@@H]3CN(C[C@@H]23)C(=O)NC2CCCC2)C(=O)N1CCOC,0,0,0,0,0,0,0,0,0,0,0,0,0
K21840420,Cc1nc(cs1)-c1cccc(c1)S(=O)(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21840934,[O-][N+](=O)c1ccc(N2CCCCC2)c(c1)C(=O)NCc1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21841197,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccccc3F)cc2OC[C@H](C)N(C[C@@H]1C)C(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K21844519,CN(C)C(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21851785,O=C(Nc1ccc(Oc2ccccc2)cc1)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21853320,Cc1cc(C)c2c3NC(=O)CN(c4cccc(Cl)c4)C(=O)c3oc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21855600,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)Cc1ccccc1)C#Cc1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21855972,COc1cccc(NC(=O)CN(C)C(=O)c2cc3CCCCc3s2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21856304,COc1cc2CCN(Cc2cc1OC)C(=O)c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K21857140,CNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1,0,0,0,0,0,0,0,0,0,0,0,0,0
